"filename", "language", "JavaScript", "CSS", "PHP", "Markdown", "XML", "JSON", "comment", "blank", "total"
"c:\xampp\htdocs\licor-house\public\vendor\overlayScrollbars\css\OverlayScrollbars.css", "CSS", 0, 605, 0, 0, 0, 0, 24, 7, 636
"c:\xampp\htdocs\licor-house\public\vendor\overlayScrollbars\css\OverlayScrollbars.min.css", "CSS", 0, 1, 0, 0, 0, 0, 12, 0, 13
"c:\xampp\htdocs\licor-house\public\vendor\overlayScrollbars\js\OverlayScrollbars.js", "JavaScript", 4858, 0, 0, 0, 0, 0, 1125, 678, 6661
"c:\xampp\htdocs\licor-house\public\vendor\overlayScrollbars\js\OverlayScrollbars.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 12, 0, 13
"c:\xampp\htdocs\licor-house\public\vendor\overlayScrollbars\js\jquery.overlayScrollbars.js", "JavaScript", 3967, 0, 0, 0, 0, 0, 1067, 544, 5578
"c:\xampp\htdocs\licor-house\public\vendor\overlayScrollbars\js\jquery.overlayScrollbars.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 12, 0, 13
"c:\xampp\htdocs\licor-house\public\vendor\popper\esm\popper-utils.js", "JavaScript", 616, 0, 0, 0, 0, 0, 360, 138, 1114
"c:\xampp\htdocs\licor-house\public\vendor\popper\esm\popper-utils.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\licor-house\public\vendor\popper\esm\popper.js", "JavaScript", 1241, 0, 0, 0, 0, 0, 1051, 325, 2617
"c:\xampp\htdocs\licor-house\public\vendor\popper\esm\popper.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\licor-house\public\vendor\popper\popper-utils.js", "JavaScript", 579, 0, 0, 0, 0, 0, 360, 124, 1063
"c:\xampp\htdocs\licor-house\public\vendor\popper\popper-utils.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\licor-house\public\vendor\popper\popper.js", "JavaScript", 1125, 0, 0, 0, 0, 0, 1051, 287, 2463
"c:\xampp\htdocs\licor-house\public\vendor\popper\popper.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\licor-house\public\vendor\popper\umd\popper-utils.js", "JavaScript", 651, 0, 0, 0, 0, 0, 360, 141, 1152
"c:\xampp\htdocs\licor-house\public\vendor\popper\umd\popper-utils.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\licor-house\public\vendor\popper\umd\popper.js", "JavaScript", 1247, 0, 0, 0, 0, 0, 1051, 327, 2625
"c:\xampp\htdocs\licor-house\public\vendor\popper\umd\popper.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 4, 1, 6
"c:\xampp\htdocs\licor-house\resources\css\app.css", "CSS", 0, 6, 0, 0, 0, 0, 0, 2, 8
"c:\xampp\htdocs\licor-house\resources\js\app.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\licor-house\resources\js\bootstrap.js", "JavaScript", 3, 0, 0, 0, 0, 0, 23, 7, 33
"c:\xampp\htdocs\licor-house\resources\markdown\policy.md", "Markdown", 0, 0, 0, 2, 0, 0, 0, 2, 4
"c:\xampp\htdocs\licor-house\resources\markdown\terms.md", "Markdown", 0, 0, 0, 2, 0, 0, 0, 2, 4
"c:\xampp\htdocs\licor-house\resources\views\api\api-token-manager.blade.php", "PHP", 0, 0, 144, 0, 0, 0, 0, 26, 170
"c:\xampp\htdocs\licor-house\resources\views\api\index.blade.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 2, 14
"c:\xampp\htdocs\licor-house\resources\views\auth\confirm-password.blade.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 6, 29
"c:\xampp\htdocs\licor-house\resources\views\auth\forgot-password.blade.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 7, 35
"c:\xampp\htdocs\licor-house\resources\views\auth\login.blade.php", "PHP", 0, 0, 40, 0, 0, 0, 0, 9, 49
"c:\xampp\htdocs\licor-house\resources\views\auth\register.blade.php", "PHP", 0, 0, 69, 0, 0, 0, 0, 10, 79
"c:\xampp\htdocs\licor-house\resources\views\auth\reset-password.blade.php", "PHP", 0, 0, 29, 0, 0, 0, 0, 8, 37
"c:\xampp\htdocs\licor-house\resources\views\auth\two-factor-challenge.blade.php", "PHP", 0, 0, 49, 0, 0, 0, 0, 10, 59
"c:\xampp\htdocs\licor-house\resources\views\auth\verify-email.blade.php", "PHP", 0, 0, 38, 0, 0, 0, 0, 8, 46
"c:\xampp\htdocs\licor-house\resources\views\categorias\create.blade.php", "PHP", 0, 0, 30, 0, 0, 0, 0, 9, 39
"c:\xampp\htdocs\licor-house\resources\views\categorias\edit.blade.php", "PHP", 0, 0, 29, 0, 0, 0, 0, 8, 37
"c:\xampp\htdocs\licor-house\resources\views\categorias\index.blade.php", "PHP", 0, 0, 43, 0, 0, 0, 0, 6, 49
"c:\xampp\htdocs\licor-house\resources\views\client\compras.blade.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 3, 26
"c:\xampp\htdocs\licor-house\resources\views\client\detalleCompra.blade.php", "PHP", 0, 0, 62, 0, 0, 0, 0, 8, 70
"c:\xampp\htdocs\licor-house\resources\views\client\principal.blade.php", "PHP", 0, 0, 41, 0, 0, 0, 2, 6, 49
"c:\xampp\htdocs\licor-house\resources\views\client\producto.blade.php", "PHP", 0, 0, 46, 0, 0, 0, 0, 7, 53
"c:\xampp\htdocs\licor-house\resources\views\components\action-message.blade.php", "PHP", 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\xampp\htdocs\licor-house\resources\views\components\action-section.blade.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 2, 13
"c:\xampp\htdocs\licor-house\resources\views\components\application-logo.blade.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\licor-house\resources\views\components\application-mark.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\licor-house\resources\views\components\authentication-card-logo.blade.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\licor-house\resources\views\components\authentication-card.blade.php", "PHP", 0, 0, 8, 0, 0, 0, 0, 2, 10
"c:\xampp\htdocs\licor-house\resources\views\components\banner.blade.php", "PHP", 0, 0, 41, 0, 0, 0, 0, 4, 45
"c:\xampp\htdocs\licor-house\resources\views\components\button.blade.php", "PHP", 0, 0, 3, 0, 0, 0, 0, 1, 4
"c:\xampp\htdocs\licor-house\resources\views\components\checkbox.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\licor-house\resources\views\components\confirmation-modal.blade.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 5, 28
"c:\xampp\htdocs\licor-house\resources\views\components\confirms-password.blade.php", "PHP", 0, 0, 38, 0, 0, 0, 0, 9, 47
"c:\xampp\htdocs\licor-house\resources\views\components\danger-button.blade.php", "PHP", 0, 0, 3, 0, 0, 0, 0, 1, 4
"c:\xampp\htdocs\licor-house\resources\views\components\dialog-modal.blade.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 4, 18
"c:\xampp\htdocs\licor-house\resources\views\components\dropdown-link.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\licor-house\resources\views\components\dropdown.blade.php", "PHP", 0, 0, 43, 0, 0, 0, 0, 5, 48
"c:\xampp\htdocs\licor-house\resources\views\components\form-section.blade.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 4, 25
"c:\xampp\htdocs\licor-house\resources\views\components\input-error.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 2, 6
"c:\xampp\htdocs\licor-house\resources\views\components\input.blade.php", "PHP", 0, 0, 2, 0, 0, 0, 0, 2, 4
"c:\xampp\htdocs\licor-house\resources\views\components\label.blade.php", "PHP", 0, 0, 4, 0, 0, 0, 0, 2, 6
"c:\xampp\htdocs\licor-house\resources\views\components\modal.blade.php", "PHP", 0, 0, 39, 0, 0, 0, 0, 5, 44
"c:\xampp\htdocs\licor-house\resources\views\components\nav-link.blade.php", "PHP", 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\xampp\htdocs\licor-house\resources\views\components\responsive-nav-link.blade.php", "PHP", 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\xampp\htdocs\licor-house\resources\views\components\secondary-button.blade.php", "PHP", 0, 0, 3, 0, 0, 0, 0, 1, 4
"c:\xampp\htdocs\licor-house\resources\views\components\section-border.blade.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 1, 6
"c:\xampp\htdocs\licor-house\resources\views\components\section-title.blade.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\xampp\htdocs\licor-house\resources\views\components\switchable-team.blade.php", "PHP", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\xampp\htdocs\licor-house\resources\views\components\validation-errors.blade.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 2, 12
"c:\xampp\htdocs\licor-house\resources\views\components\welcome.blade.php", "PHP", 0, 0, 82, 0, 0, 0, 0, 15, 97
"c:\xampp\htdocs\licor-house\resources\views\dash\index.blade.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 5, 19
"c:\xampp\htdocs\licor-house\resources\views\dashboard.blade.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 2, 16
"c:\xampp\htdocs\licor-house\resources\views\emails\team-invitation.blade.php", "PHP", 0, 0, 16, 0, 0, 0, 0, 8, 24
"c:\xampp\htdocs\licor-house\resources\views\inventarios\create.blade.php", "PHP", 0, 0, 46, 0, 0, 0, 0, 10, 56
"c:\xampp\htdocs\licor-house\resources\views\inventarios\edit.blade.php", "PHP", 0, 0, 44, 0, 0, 0, 0, 14, 58
"c:\xampp\htdocs\licor-house\resources\views\inventarios\index.blade.php", "PHP", 0, 0, 49, 0, 0, 0, 0, 6, 55
"c:\xampp\htdocs\licor-house\resources\views\layouts\app.blade.php", "PHP", 0, 0, 36, 0, 0, 0, 0, 10, 46
"c:\xampp\htdocs\licor-house\resources\views\layouts\guest.blade.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 6, 28
"c:\xampp\htdocs\licor-house\resources\views\layouts\navbar.blade.php", "PHP", 0, 0, 51, 0, 0, 0, 0, 8, 59
"c:\xampp\htdocs\licor-house\resources\views\navigation-menu.blade.php", "PHP", 0, 0, 187, 0, 0, 0, 0, 33, 220
"c:\xampp\htdocs\licor-house\resources\views\notaventa\index.blade.php", "PHP", 0, 0, 40, 0, 0, 0, 0, 7, 47
"c:\xampp\htdocs\licor-house\resources\views\notaventa\show.blade.php", "PHP", 0, 0, 38, 0, 0, 0, 0, 7, 45
"c:\xampp\htdocs\licor-house\resources\views\policy.blade.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 2, 14
"c:\xampp\htdocs\licor-house\resources\views\productos\create.blade.php", "PHP", 0, 0, 55, 0, 0, 0, 0, 11, 66
"c:\xampp\htdocs\licor-house\resources\views\productos\edit.blade.php", "PHP", 0, 0, 56, 0, 0, 0, 0, 11, 67
"c:\xampp\htdocs\licor-house\resources\views\productos\index.blade.php", "PHP", 0, 0, 54, 0, 0, 0, 0, 6, 60
"c:\xampp\htdocs\licor-house\resources\views\profile\delete-user-form.blade.php", "PHP", 0, 0, 44, 0, 0, 0, 0, 10, 54
"c:\xampp\htdocs\licor-house\resources\views\profile\logout-other-browser-sessions-form.blade.php", "PHP", 0, 0, 84, 0, 0, 0, 0, 15, 99
"c:\xampp\htdocs\licor-house\resources\views\profile\show.blade.php", "PHP", 0, 0, 36, 0, 0, 0, 0, 10, 46
"c:\xampp\htdocs\licor-house\resources\views\profile\two-factor-authentication-form.blade.php", "PHP", 0, 0, 110, 0, 0, 0, 0, 15, 125
"c:\xampp\htdocs\licor-house\resources\views\profile\update-password-form.blade.php", "PHP", 0, 0, 33, 0, 0, 0, 0, 7, 40
"c:\xampp\htdocs\licor-house\resources\views\profile\update-profile-information-form.blade.php", "PHP", 0, 0, 80, 0, 0, 0, 0, 16, 96
"c:\xampp\htdocs\licor-house\resources\views\terms.blade.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 2, 14
"c:\xampp\htdocs\licor-house\resources\views\usuarios\create.blade.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 6, 18
"c:\xampp\htdocs\licor-house\resources\views\usuarios\edit.blade.php", "PHP", 0, 0, 40, 0, 0, 0, 0, 7, 47
"c:\xampp\htdocs\licor-house\resources\views\usuarios\index.blade.php", "PHP", 0, 0, 45, 0, 0, 0, 0, 7, 52
"c:\xampp\htdocs\licor-house\resources\views\welcome.blade.php", "PHP", 0, 0, 118, 0, 0, 0, 0, 23, 141
"c:\xampp\htdocs\licor-house\routes\api.php", "PHP", 0, 0, 6, 0, 0, 0, 10, 4, 20
"c:\xampp\htdocs\licor-house\routes\channels.php", "PHP", 0, 0, 5, 0, 0, 0, 10, 4, 19
"c:\xampp\htdocs\licor-house\routes\console.php", "PHP", 0, 0, 6, 0, 0, 0, 10, 4, 20
"c:\xampp\htdocs\licor-house\routes\web.php", "PHP", 0, 0, 27, 0, 0, 0, 19, 7, 53
"c:\xampp\htdocs\licor-house\tailwind.config.js", "JavaScript", 19, 0, 0, 0, 0, 0, 1, 4, 24
"c:\xampp\htdocs\licor-house\tests\CreatesApplication.php", "PHP", 0, 0, 13, 0, 0, 0, 3, 6, 22
"c:\xampp\htdocs\licor-house\tests\Feature\ApiTokenPermissionsTest.php", "PHP", 0, 0, 38, 0, 0, 0, 0, 10, 48
"c:\xampp\htdocs\licor-house\tests\Feature\AuthenticationTest.php", "PHP", 0, 0, 34, 0, 0, 0, 0, 12, 46
"c:\xampp\htdocs\licor-house\tests\Feature\BrowserSessionsTest.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\xampp\htdocs\licor-house\tests\Feature\CreateApiTokenTest.php", "PHP", 0, 0, 33, 0, 0, 0, 0, 9, 42
"c:\xampp\htdocs\licor-house\tests\Feature\DeleteAccountTest.php", "PHP", 0, 0, 37, 0, 0, 0, 0, 14, 51
"c:\xampp\htdocs\licor-house\tests\Feature\DeleteApiTokenTest.php", "PHP", 0, 0, 30, 0, 0, 0, 0, 10, 40
"c:\xampp\htdocs\licor-house\tests\Feature\EmailVerificationTest.php", "PHP", 0, 0, 57, 0, 0, 0, 0, 23, 80
"c:\xampp\htdocs\licor-house\tests\Feature\ExampleTest.php", "PHP", 0, 0, 11, 0, 0, 0, 4, 5, 20
"c:\xampp\htdocs\licor-house\tests\Feature\PasswordConfirmationTest.php", "PHP", 0, 0, 32, 0, 0, 0, 0, 13, 45
"c:\xampp\htdocs\licor-house\tests\Feature\PasswordResetTest.php", "PHP", 0, 0, 73, 0, 0, 0, 0, 30, 103
"c:\xampp\htdocs\licor-house\tests\Feature\ProfileInformationTest.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 10, 37
"c:\xampp\htdocs\licor-house\tests\Feature\RegistrationTest.php", "PHP", 0, 0, 45, 0, 0, 0, 0, 16, 61
"c:\xampp\htdocs\licor-house\tests\Feature\TwoFactorAuthenticationSettingsTest.php", "PHP", 0, 0, 56, 0, 0, 0, 0, 27, 83
"c:\xampp\htdocs\licor-house\tests\Feature\UpdatePasswordTest.php", "PHP", 0, 0, 50, 0, 0, 0, 0, 13, 63
"c:\xampp\htdocs\licor-house\tests\TestCase.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 4, 11
"c:\xampp\htdocs\licor-house\tests\Unit\ExampleTest.php", "PHP", 0, 0, 10, 0, 0, 0, 3, 4, 17
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.axislabels.js", "JavaScript", 153, 0, 0, 0, 0, 0, 32, 28, 213
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.browser.js", "JavaScript", 46, 0, 0, 0, 0, 0, 40, 13, 99
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.categories.js", "JavaScript", 121, 0, 0, 0, 0, 0, 51, 31, 203
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.composeImages.js", "JavaScript", 238, 0, 0, 0, 0, 0, 45, 48, 331
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.crosshair.js", "JavaScript", 118, 0, 0, 0, 0, 0, 60, 25, 203
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.drawSeries.js", "JavaScript", 472, 0, 0, 0, 0, 0, 89, 102, 663
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.errorbars.js", "JavaScript", 245, 0, 0, 0, 0, 0, 92, 39, 376
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.fillbetween.js", "JavaScript", 171, 0, 0, 0, 0, 0, 43, 41, 255
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.flatdata.js", "JavaScript", 26, 0, 0, 0, 0, 0, 17, 5, 48
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.hover.js", "JavaScript", 266, 0, 0, 0, 0, 0, 34, 60, 360
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.image.js", "JavaScript", 156, 0, 0, 0, 0, 0, 61, 33, 250
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.legend.js", "JavaScript", 370, 0, 0, 0, 0, 0, 28, 40, 438
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.logaxis.js", "JavaScript", 210, 0, 0, 0, 0, 0, 48, 41, 299
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.navigate.js", "JavaScript", 595, 0, 0, 0, 0, 0, 120, 120, 835
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.pie.js", "JavaScript", 539, 0, 0, 0, 0, 0, 128, 128, 795
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.resize.js", "JavaScript", 27, 0, 0, 0, 0, 0, 24, 10, 61
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.saturated.js", "JavaScript", 35, 0, 0, 0, 0, 0, 3, 6, 44
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.selection.js", "JavaScript", 341, 0, 0, 0, 0, 0, 110, 77, 528
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.stack.js", "JavaScript", 141, 0, 0, 0, 0, 0, 47, 33, 221
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.symbol.js", "JavaScript", 72, 0, 0, 0, 0, 0, 21, 6, 99
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.threshold.js", "JavaScript", 80, 0, 0, 0, 0, 0, 45, 19, 144
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.time.js", "JavaScript", 458, 0, 0, 0, 0, 0, 49, 81, 588
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.touch.js", "JavaScript", 273, 0, 0, 0, 0, 0, 1, 47, 321
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.touchNavigate.js", "JavaScript", 305, 0, 0, 0, 0, 0, 5, 51, 361
"c:\xampp\htdocs\licor-house\vendor\almasaeed2010\adminlte\plugins\flot\plugins\jquery.flot.uiConstants.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 1, 11
"c:\xampp\htdocs\licor-house\vendor\spatie\ignition\resources\compiled\ignition.css", "CSS", 0, 1, 0, 0, 0, 0, 2, 0, 3
"c:\xampp\htdocs\licor-house\vendor\spatie\ignition\resources\compiled\ignition.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\licor-house\vite.config.js", "JavaScript", 12, 0, 0, 0, 0, 0, 5, 1, 18
"Total", "-", 36754, 52622, 6172, 49, 9581, 11029, 13229, 23039, 152475